Name,SMILES,Flavor type,Data resource
CID 18302398,CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18302378,CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18302585,CC(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18302584,CC(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18222336,CC(NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18302478,CC(NC(=O)C(N)CCCCN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18240594,CC(NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20017482,CC(NC(=O)C(N)CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20017462,CC(NC(=O)C(N)CO)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18223798,CC(NC(=O)C(N)CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18254559,CC(NC(=O)C(N)CS)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20001897,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)O)C(C)C,Sweet,FlavorDB
CID 20001896,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)O)C(C)C,Sweet,FlavorDB
CID 20001520,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001519,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001596,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)O)C(C)C,Sweet,FlavorDB
CID 20001580,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001579,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001582,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001583,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001588,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O,Sweet,FlavorDB
CID 20001590,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20001584,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,Sweet,FlavorDB
CID 18223063,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001560,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001559,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001568,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)O,Sweet,FlavorDB
CID 20001570,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 23195546,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001639,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001740,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001739,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001816,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20001660,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20001659,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20003094,CC(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)O,Sweet,FlavorDB
CID 18252069,CC(NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(C)C)C(=O)O,Sweet,FlavorDB
CID 18254099,CC(NC(=O)C(NC(=O)C(N)CC(=O)O)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18252902,CC(NC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 22659670,CC(NC(=O)C(NC(=O)C(N)CC(N)=O)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20009061,CC(NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
AC1ODW7A,CC(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)[O-],Sweet,FlavorDB
CID 20009528,CC(NC(=O)C1CCCN1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18252102,CC(NC(=O)C1CCCN1C(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18401345,CC(NC(=O)C1CCCN1C(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
β-Aspartic isomer,CC(NC(=O)CC(N)C(=O)O)C(=O)NC1C(C)(C)SC1(C)C,Tasteless,ChemTasteDB
CID 18484765,CC(NC(=O)CN)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18484825,CC(NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18484805,CC(NC(=O)CN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18484884,CC(NC(=O)CN)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18484979,CC(NC(=O)CN)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485009,CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18485008,CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
H-Gly-Ala-Phe-Oh,CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18484901,CC(NC(=O)CN)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002854,CC(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18251830,CC(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18249311,CC(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 22654886,CC(NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18479573,CC(NC(=O)CNC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18305099,CC(NC(=O)CNC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20004308,CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20004307,CC(NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18487533,CC(NC(=O)CNC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 6992493,CC(NC(=O)C[NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],Sweet,FlavorDB
3-Amino-3-{[1-(phenylformamido)ethyl]carbamoyl}propanoic acid,CC(NC(=O)c1ccccc1)NC(=O)C(N)CC(=O)O,Sweet,"BitterSweet, ChemTasteDB"
Bupropion hydrochloride,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
CID 22827630,CC(NC(CCc1ccccc1)C(=O)O)C(=O)NCCCC(=O)O,Sweet,FlavorDB
Guanidine-acetic acid,CC(NC(NCC(=O)O)Nc1ccc(C#N)cc1)c1ccccc1,Sweet,ChemTasteDB
(R)-Strombine,CC(NCC(=O)O)C(=O)O,Umami,ChemTasteDB
N2-(1-carboxyethyl)guanosine 5'-monophosphate,CC(Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1)C(=O)O,Umami,ChemTasteDB
CID 23304513,CC(O)(CO)C(CO)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
4-O-beta-D-Glucopyranosyl-2-C-methyl-D-erythritol,CC(O)(CO)C(O)COC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
"2-{4-[(E)-(Hydroxyimino)methyl]-3-cyclohexen-1-yl}-1,2-propanediol",CC(O)(CO)C1CC=C(C=NO)CC1,Bitter,"BitterDB, ChemTasteDB"
"2-(cyclohexene-4-yl)-1,2-propanediol",CC(O)(CO)C1CC=CCC1,Bitter,ChemTasteDB
"1,4-Anhydro-mannitol",CC(O)(CO)C1OCC(O)C1O,Sweet,BitterSweet
CID 19428470,CC(O)(CO)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 23304512,CC(O)(COC1OC(CO)C(O)C(O)C1O)C(O)CO,Sweet,FlavorDB
CID 21611406,CC(O)(O)C(O)(O)C(O)(O)C(O)C(O)(O)O,Sweet,FlavorDB
SCHEMBL8041033,CC(O)(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
SCHEMBL5873459,CC(O)(O)C(O)C(O)CO,Sweet,FlavorDB
SCHEMBL10770733,CC(O)(O)CC(O)C(O)CO,Sweet,FlavorDB
"3-Buten-2-ol, 4-phenyl-, (3Z)-",CC(O)/C=C\c1ccccc1,Sweet,BitterSweet
N2-Lactoyl-guanosine 5'-monophosphate,CC(O)C(=O)Nc1nc2c(ncn2C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,Umami,ChemTasteDB
Lactic acid,CC(O)C(=O)O,"Umami, Astringent, Sweet, Sour, Pungent","BitterSweet, PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
Ferrouslactate trihydrate,CC(O)C(=O)O.CC(O)C(=O)O.[Fe],Sweet,BitterSweet
CID 21715578,CC(O)C(=O)O.O=CC(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
Calcium lactate,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],Bitter,"BitterDB, FlavorDB"
Magnesium lactate,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Mg+2],Bitter,"BitterDB, ChemTasteDB"
Calcium lactate,CC(O)C(=O)[O-].CC([O-])C(=O)O.[Ca+2],Bitter,ChemTasteDB
3-Gpxbt,CC(O)C(C)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
1-Methyl-2-hydroxypropyl 6-O-(D-apio-beta-D-furanosyl)-beta-D-glucopyranoside,CC(O)C(C)OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O,Sweet,FlavorDB
3-O-beta-D-Glucopyranosyl-1-deoxy-L-erythritol,CC(O)C(CO)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 19940530,CC(O)C(N)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O)C(C)O,Sweet,FlavorDB
CID 18746626,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)O,Sweet,FlavorDB
CID 18746366,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18746346,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18746526,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18746606,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 19800018,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18746446,CC(O)C(N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18745968,CC(O)C(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18749563,CC(O)C(N)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18751157,CC(O)C(N)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18747965,CC(O)C(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
D-threonine,CC(O)C(N)C(=O)O,Sweet,"BitterSweet, PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
CID 18248034,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 22653608,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303832,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20018939,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)C(N)CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486269,CC(O)C(NC(=O)C(CC(=O)O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18247636,CC(O)C(NC(=O)C(CC(N)=O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18251224,CC(O)C(NC(=O)C(CCCCN)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18252822,CC(O)C(NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18253222,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)O,Sweet,FlavorDB
CID 18252962,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18252942,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18253122,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18253202,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18219678,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18253042,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
L-Aspartylaminoacetate derivative 173 & 180,CC(O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1,Sweet,"SweetenersDB, BitterSweet, ChemTasteDB"
CID 22658532,CC(O)C(NC(=O)C(N)CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18308717,CC(O)C(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18743573,CC(O)C(NC(=O)C(N)CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18491109,CC(O)C(NC(=O)CN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18249630,CC(O)C(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
SCHEMBL6317988,CC(O)C(O)(O)C(O)C(O)CO,Sweet,FlavorDB
SCHEMBL5875449,CC(O)C(O)(O)CCO,Sweet,FlavorDB
6-deoxy-D-sorbose,CC(O)C(O)C(O)C(=O)CO,Sweet,FlavorDB
N-(4-hydroxyphenethyl)erythronamide,CC(O)C(O)C(O)C(=O)NCCc1ccc(O)cc1,Umami,ChemTasteDB
SCHEMBL5407366,CC(O)C(O)C(O)C(C)O,Sweet,FlavorDB
CID 22887159,CC(O)C(O)C(O)C(O)C(O)C=O,Sweet,FlavorDB
CID 22639402,CC(O)C(O)C(O)C(O)C1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
3615-37-0,CC(O)C(O)C(O)C(O)C=O,"Bitter, Sweet","SweetenersDB, BitterSweet, PlantMolecularTasteDB, FlavorDB"
CID 19991963,CC(O)C(O)C(O)C(O)C=O.CC(O)C(O)C(O)C(O)C=O,Sweet,FlavorDB
UNII-8FBR580ITD,CC(O)C(O)C(O)C(O)C=O.O,Sweet,FlavorDB
CID 22416462,CC(O)C(O)C(O)C(O)C=O.O=C(CO)C(O)C(O)C(O)CO,Sweet,FlavorDB
CID 21916033,CC(O)C(O)C(O)C(O)C=O.O=CC(O)C(O)C(O)C(O)C(=O)O,Sweet,FlavorDB
CID 22263340,CC(O)C(O)C(O)C(O)C=O.O=CC(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
CID 21408151,CC(O)C(O)C(O)C(O)C=O.O=CC(O)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
CID 21291188,CC(O)C(O)C(O)C(O)C=O.O=CC(O)C(O)C(O)C(O)CO.O=CC(O)C(O)C(O)CO,Sweet,FlavorDB
CID 23299069,CC(O)C(O)C(O)C(O)C=O.O=CC(O)C(O)C(O)CO,Sweet,FlavorDB
CID 22157319,CC(O)C(O)C(O)C(O)C=O.OCC(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
fucitol,CC(O)C(O)C(O)C(O)CO,Sweet,FlavorDB
CID 20463956,CC(O)C(O)C(O)C(O)COCl,Sweet,FlavorDB
CID 10608335,CC(O)C(O)C(O)CC1OCCCO1,Sweet,FlavorDB
SCHEMBL3949692,CC(O)C(O)C(O)CCO,Sweet,FlavorDB
CID 21124532,CC(O)C(O)C(O)CO,Sweet,FlavorDB
SCHEMBL4157868,CC(O)C(O)CC(O)C(C)O,Sweet,FlavorDB
"1,2,4,5-Hexanetetraol",CC(O)C(O)CC(O)CO,Sweet,FlavorDB
CID 38356365,CC(O)C(O)CCCCCCCCCCCCCCCCC(OC1OC(CO)C(O)C(O)C1O)C(C)O,Sweet,FlavorDB
"1,4,5-Hexanetriol",CC(O)C(O)CCCO,Sweet,FlavorDB
"1,3,4-pentanetriol",CC(O)C(O)CCO,Sweet,FlavorDB
CID 23052563,CC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,Sweet,FlavorDB
cis-Cyclo(L-Pro-L-Thr),CC(O)C1NC(=O)C2CCCN2C1=O,Bitter,"BitterDB, ChemTasteDB"
inumakilactone A,CC(O)C1OC(=O)C=C2C3(C)C4OC4C(O)C4(C)C(=O)OC(C43)C3OC213,Bitter,PlantMolecularTasteDB
CID 11108609,CC(O)C1OC(C)(C)OC(C2COC(C)(C)O2)C1O,Sweet,FlavorDB
(6R)-6-Methyl-D-mannopyranose,CC(O)C1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
CID 10980308,CC(O)C1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C1O,Sweet,FlavorDB
CID 19818370,CC(O)C1OC([O-])C(O)C(O)C1O,Sweet,FlavorDB
NSC403947,CC(O)C1OCOC(CO)C1O,Sweet,FlavorDB
SCHEMBL6225317,CC(O)CC(O)C(O)CO,Sweet,FlavorDB
"1,2,4-pentanetriol",CC(O)CC(O)CO,Sweet,FlavorDB
CID 25109673,CC(O)CC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,FlavorDB
CID 25052645,CC(O)CC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
N-Phenethyl-4-hydroxypentanamide,CC(O)CCC(=O)NCCc1ccccc1,Umami,ChemTasteDB
MLS001868660,CC(O)CCC(C)OC1OC(C)C(O)CC1O,Sweet,FlavorDB
"1,2,5-Hexanetriol",CC(O)CCC(O)CO,Sweet,FlavorDB
SCHEMBL11734942,CC(O)CCC(O)CO.CCC(O)C(O)C(C)O,Sweet,FlavorDB
CID 25052718,CC(O)CCC1OC(O)C(O)C(O)C1O,Sweet,FlavorDB
5-Hydroxyhexyl beta-D-glucopyranoside,CC(O)CCCCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
4-Hydroxypentyl beta-D-galactopyranoside,CC(O)CCCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
"1,3-Butylene glycol",CC(O)CCO,Bitter,"ChemTasteDB, Off-flavor, FlavorDB, BitterDB, BitterSweet"
CID 21524954,CC(O)CCO.O=C(CO)C(O)C(O)C(O)CO,Sweet,FlavorDB
3-Hydroxybutyl beta-D-galactopyranoside,CC(O)CCOC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
"4,4'-Oxydi-2-butanol",CC(O)CCOCCC(C)O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
Sodium 1-(sulfonatoamino)propan-2-ol,CC(O)CNS(=O)(=O)[O-].[Na+],Sweet,ChemTasteDB
"1,2-Propanediol",CC(O)CO,Sweet,"Off-flavor, ChemTasteDB, FlavorDB"
CID 21253205,CC(O)CO.OCC(O)C(O)C(O)CO,Sweet,FlavorDB
CID 19802912,CC(O)CO.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,Sweet,FlavorDB
CID 23173764,CC(O)CO.[O-]C1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 19991268,CC(O)COC(C)CO.CC(O)COC(C)CO.CC(O)COC(C)CO.CC(O)COC(C)CO.COC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 21479447,CC(O)COC(CO)CC(O)C1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,Sweet,FlavorDB
CID 44128990,CC(O)COC1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O,Sweet,FlavorDB
CID 44128991,CC(O)COC1OC(C(C)O)C(O)C1O,Sweet,FlavorDB
CID 25014878,CC(O)COC1OC(C)C(O)C(O)C1O,Sweet,FlavorDB
"(x)-1,2-Propanediol 1-O-b-D-glucopyranoside",CC(O)COC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 24858939,CC(O)COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,FlavorDB
SCHEMBL8854190,CC(O)COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,Sweet,FlavorDB
1-Phenyl-2-propanol,CC(O)Cc1ccccc1,Sweet,BitterSweet
CID 22606971,CC(O)OC1OC(CO)C(O)C(O)C1O,Sweet,FlavorDB
CID 18172328,CC(O)OCC(OC(C)O)C(O)C(O)C(O)CO,Sweet,FlavorDB
biphenoside B,CC(O)[C@H]1OC(OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)C(O)C(O)C1O,Bitter,PlantMolecularTasteDB
Sodium N-[4-(1-hydroxyethyl)phenyl]sulfamate,CC(O)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],Bitter,ChemTasteDB
Sodium N-[3-(1-hydroxyethyl)phenyl]sulfamate,CC(O)c1cccc(NS(=O)(=O)[O-])c1.[Na+],Sweet,ChemTasteDB
CID 20980904,CC(OC1OC(CO)C(O)C(O)C1O)C1CO1,Sweet,FlavorDB
CID 21593777,CC([NH3+])C(=O)NC(C)(C)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
AC1NRLE2,CC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CJ-24821,CC([NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],Sweet,FlavorDB
Magnesium Lactate Trihydrate,CC([O-])C(=O)[O-].CC([O-])C(=O)[O-].[Mg+2],Bitter,BitterSweet
CID 22845513,CC([O-])CO.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,Sweet,FlavorDB
SCHEMBL8755354,CC(c1ccccc1)C(NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
alpha-Ethylfurylacrolein,CC/C(C=O)=C\c1ccco1,Sweet,BitterSweet
2-METHYL-2-PENTENAL,CC/C=C(\C)C=O,Sweet,"AromaDB, BitterSweet"
trans-2-Pentenal,CC/C=C/C=O,Sweet,"BitterSweet, Off-flavor, Flavornet"
"3-Hexenoic acid, methyl ester",CC/C=C/CC(=O)OC,Sweet,BitterSweet
ETHYL 3-HEXENOATE,CC/C=C/CC(=O)OCC,Sweet,BitterSweet
